+-----+-----------------------------------------------------------+----------------------------+-------+----------+------+-------+---------+------------+-------------------------------------------------------------------+----------------------------+
|  ID | Registry name                                             | Biome name                 | temp. | temp cat | rain |  snow | oceanic | BiomeType  | BiomeDictionary.Type                                              | Valid for                  |
|  88 | openterraingenerator:overworld_tall_jungle_r              | Tall Jungle R              |  0.30 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_tropical_deadlands         | Tropical Deadlands         |  0.22 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_tropical_deadlands_e       | Tropical Deadlands E       |  0.22 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_tropical_deadlands_i       | Tropical Deadlands I       |  0.22 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_tropical_deadlands_r       | Tropical Deadlands R       |  0.22 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  89 | openterraingenerator:overworld_temperate_maple_grove      | Temperate Maple Grove      |  0.22 | MEDIUM   | 0.50 | false | false   |            | FOREST, HILLS                                                     |                            |
|  89 | openterraingenerator:overworld_temperate_maple_grove_i    | Temperate Maple Grove I    |  0.22 | MEDIUM   | 0.50 | false | false   |            | FOREST, HILLS                                                     |                            |
|  90 | openterraingenerator:xthe frost_the_frost                 | The Frost                  |  0.10 | COLD     | 0.50 |  true | false   |            | COLD, MOUNTAIN, SNOWY                                             |                            |
|  90 | openterraingenerator:xthe frost_the_frost_i               | The Frost I                |  0.10 | COLD     | 0.50 |  true | false   |            | COLD, MOUNTAIN, SNOWY                                             |                            |
| 127 | minecraft:void                                            | The Void                   |  0.50 | MEDIUM   | 0.50 | false | false   |            | VOID                                                              | stronghold                 |
| 127 | openterraingenerator:overworld_the_void                   | The Void                   |  0.22 | MEDIUM   | 0.50 | false | false   |            | VOID                                                              | stronghold                 |
| 127 | openterraingenerator:xthe frost_the_void                  | The Void                   |  0.50 | MEDIUM   | 0.50 | false | false   |            | VOID                                                              | stronghold                 |
| 129 | minecraft:mutated_plains                                  | Sunflower Plains           |  0.80 | MEDIUM   | 0.40 | false | false   |            | PLAINS, RARE                                                      | stronghold                 |
| 129 | openterraingenerator:overworld_sunflower_plains           | Sunflower Plains           |  0.22 | MEDIUM   | 0.40 | false | false   |            | PLAINS, RARE                                                      |                            |
| 129 | openterraingenerator:xthe frost_sunflower_plains          | Sunflower Plains           |  0.80 | MEDIUM   | 0.40 | false | false   |            | PLAINS, RARE                                                      | stronghold                 |
| 130 | minecraft:mutated_desert                                  | Desert M                   |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, RARE, SANDY                                             | stronghold                 |
| 130 | openterraingenerator:overworld_desert_m                   | Desert M                   |  0.22 | MEDIUM   | 0.00 | false | false   |            | DRY, HOT, RARE, SANDY                                             |                            |
| 130 | openterraingenerator:xthe frost_desert_m                  | Desert M                   |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, RARE, SANDY                                             | stronghold                 |
| 131 | minecraft:mutated_extreme_hills                           | Extreme Hills M            |  0.20 | MEDIUM   | 0.30 | false | false   |            | MOUNTAIN, RARE, SPARSE                                            | stronghold                 |
| 131 | openterraingenerator:overworld_extreme_hills_m            | Extreme Hills M            |  0.22 | MEDIUM   | 0.30 | false | false   |            | MOUNTAIN, RARE, SPARSE                                            | stronghold                 |
| 131 | openterraingenerator:xthe frost_extreme_hills_m           | Extreme Hills M            |  0.20 | MEDIUM   | 0.30 | false | false   |            | MOUNTAIN, RARE, SPARSE                                            | stronghold                 |
| 132 | minecraft:mutated_forest                                  | Flower Forest              |  0.70 | MEDIUM   | 0.80 | false | false   |            | FOREST, HILLS, RARE                                               | stronghold                 |
| 132 | openterraingenerator:overworld_flower_forest              | Flower Forest              |  0.22 | MEDIUM   | 0.80 | false | false   |            | FOREST, HILLS, RARE                                               |                            |
| 132 | openterraingenerator:xthe frost_flower_forest             | Flower Forest              |  0.70 | MEDIUM   | 0.80 | false | false   |            | FOREST, HILLS, RARE                                               | stronghold                 |
| 133 | minecraft:mutated_taiga                                   | Taiga M                    |  0.25 | MEDIUM   | 0.80 | false | false   |            | COLD, CONIFEROUS, FOREST, MOUNTAIN, RARE                          | stronghold                 |
| 133 | openterraingenerator:overworld_taiga_m                    | Taiga M                    |  0.22 | MEDIUM   | 0.80 | false | false   |            | COLD, CONIFEROUS, FOREST, MOUNTAIN, RARE                          |                            |
| 133 | openterraingenerator:xthe frost_taiga_m                   | Taiga M                    |  0.25 | MEDIUM   | 0.80 | false | false   |            | COLD, CONIFEROUS, FOREST, MOUNTAIN, RARE                          | stronghold                 |
| 134 | minecraft:mutated_swampland                               | Swampland M                |  0.80 | MEDIUM   | 0.90 | false | false   |            | HILLS, RARE, SWAMP, WET                                           |                            |
| 134 | openterraingenerator:overworld_swampland_m                | Swampland M                |  0.22 | MEDIUM   | 0.90 | false | false   |            | HILLS, RARE, SWAMP, WET                                           |                            |
| 134 | openterraingenerator:xthe frost_swampland_m               | Swampland M                |  0.80 | MEDIUM   | 0.90 | false | false   |            | HILLS, RARE, SWAMP, WET                                           |                            |
| 140 | minecraft:mutated_ice_flats                               | Ice Plains Spikes          |  0.00 | COLD     | 0.50 |  true | false   |            | COLD, HILLS, RARE, SNOWY                                          | stronghold                 |
| 140 | openterraingenerator:overworld_ice_plains_spikes          | Ice Plains Spikes          |  0.22 | MEDIUM   | 0.50 | false | false   |            | COLD, HILLS, RARE, SNOWY                                          |                            |
| 140 | openterraingenerator:xthe frost_ice_plains_spikes         | Ice Plains Spikes          |  0.00 | COLD     | 0.50 |  true | false   |            | COLD, HILLS, RARE, SNOWY                                          | stronghold                 |
| 149 | minecraft:mutated_jungle                                  | Jungle M                   |  0.95 | MEDIUM   | 0.90 | false | false   |            | DENSE, HOT, JUNGLE, MOUNTAIN, RARE, WET                           | stronghold                 |
| 149 | openterraingenerator:overworld_jungle_m                   | Jungle M                   |  0.30 | MEDIUM   | 0.90 | false | false   |            | DENSE, HOT, JUNGLE, MOUNTAIN, RARE, WET                           |                            |
| 149 | openterraingenerator:xthe frost_jungle_m                  | Jungle M                   |  0.95 | MEDIUM   | 0.90 | false | false   |            | DENSE, HOT, JUNGLE, MOUNTAIN, RARE, WET                           | stronghold                 |
| 151 | minecraft:mutated_jungle_edge                             | JungleEdge M               |  0.95 | MEDIUM   | 0.80 | false | false   |            | HILLS, HOT, JUNGLE, RARE, SPARSE                                  | stronghold                 |
| 151 | openterraingenerator:overworld_jungleedge_m               | JungleEdge M               |  0.30 | MEDIUM   | 0.80 | false | false   |            | HILLS, HOT, JUNGLE, RARE, SPARSE                                  | stronghold                 |
| 151 | openterraingenerator:xthe frost_jungleedge_m              | JungleEdge M               |  0.95 | MEDIUM   | 0.80 | false | false   |            | HILLS, HOT, JUNGLE, RARE, SPARSE                                  | stronghold                 |
| 155 | minecraft:mutated_birch_forest                            | Birch Forest M             |  0.60 | MEDIUM   | 0.60 | false | false   |            | DENSE, FOREST, HILLS, RARE, SUPER_BIRCH_TREES, THEMED_TREES       | stronghold                 |
| 155 | openterraingenerator:overworld_birch_forest_m             | Birch Forest M             |  0.22 | MEDIUM   | 0.60 | false | false   |            | DENSE, FOREST, HILLS, RARE, SUPER_BIRCH_TREES, THEMED_TREES       |                            |
| 155 | openterraingenerator:xthe frost_birch_forest_m            | Birch Forest M             |  0.60 | MEDIUM   | 0.60 | false | false   |            | DENSE, FOREST, HILLS, RARE, SUPER_BIRCH_TREES, THEMED_TREES       | stronghold                 |
| 156 | minecraft:mutated_birch_forest_hills                      | Birch Forest Hills M       |  0.60 | MEDIUM   | 0.60 | false | false   |            | DENSE, FOREST, MOUNTAIN, RARE, SUPER_BIRCH_TREES, THEMED_TREES    | stronghold                 |
| 156 | openterraingenerator:overworld_birch_forest_hills_m       | Birch Forest Hills M       |  0.22 | MEDIUM   | 0.60 | false | false   |            | DENSE, FOREST, MOUNTAIN, RARE, SUPER_BIRCH_TREES, THEMED_TREES    | stronghold                 |
| 156 | openterraingenerator:xthe frost_birch_forest_hills_m      | Birch Forest Hills M       |  0.60 | MEDIUM   | 0.60 | false | false   |            | DENSE, FOREST, MOUNTAIN, RARE, SUPER_BIRCH_TREES, THEMED_TREES    | stronghold                 |
| 157 | minecraft:mutated_roofed_forest                           | Roofed Forest M            |  0.70 | MEDIUM   | 0.80 | false | false   |            | DENSE, FOREST, MOUNTAIN, RARE, SPOOKY                             | stronghold                 |
| 157 | openterraingenerator:overworld_roofed_forest_m            | Roofed Forest M            |  0.22 | MEDIUM   | 0.80 | false | false   |            | DENSE, FOREST, MOUNTAIN, RARE, SPOOKY                             |                            |
| 157 | openterraingenerator:xthe frost_roofed_forest_m           | Roofed Forest M            |  0.70 | MEDIUM   | 0.80 | false | false   |            | DENSE, FOREST, MOUNTAIN, RARE, SPOOKY                             | stronghold                 |
| 158 | minecraft:mutated_taiga_cold                              | Cold Taiga M               | -0.50 | COLD     | 0.40 |  true | false   |            | COLD, CONIFEROUS, FOREST, MOUNTAIN, RARE, SNOWY                   | stronghold                 |
| 158 | openterraingenerator:overworld_cold_taiga_m               | Cold Taiga M               |  0.22 | MEDIUM   | 0.40 | false | false   |            | COLD, CONIFEROUS, FOREST, MOUNTAIN, RARE, SNOWY                   |                            |
| 158 | openterraingenerator:xthe frost_cold_taiga_m              | Cold Taiga M               |  0.00 | COLD     | 0.40 |  true | false   |            | COLD, CONIFEROUS, FOREST, MOUNTAIN, RARE, SNOWY                   | stronghold                 |
| 160 | minecraft:mutated_redwood_taiga                           | Mega Spruce Taiga          |  0.25 | MEDIUM   | 0.80 | false | false   |            | DENSE, FOREST, MEGA_TAIGA_SPRUCE_TREES, RARE, THEMED_TREES        | stronghold                 |
| 160 | openterraingenerator:overworld_mega_spruce_taiga          | Mega Spruce Taiga          |  0.22 | MEDIUM   | 0.80 | false | false   |            | DENSE, FOREST, MEGA_TAIGA_SPRUCE_TREES, RARE, THEMED_TREES        |                            |
| 160 | openterraingenerator:xthe frost_mega_spruce_taiga         | Mega Spruce Taiga          |  0.25 | MEDIUM   | 0.80 | false | false   |            | DENSE, FOREST, MEGA_TAIGA_SPRUCE_TREES, RARE, THEMED_TREES        | stronghold                 |
| 161 | minecraft:mutated_redwood_taiga_hills                     | Redwood Taiga Hills M      |  0.25 | MEDIUM   | 0.80 | false | false   |            | DENSE, FOREST, HILLS, MEGA_TAIGA_SPRUCE_TREES, RARE, THEMED_TREES | stronghold                 |
| 161 | openterraingenerator:overworld_mega_spruce_taiga_hills    | Mega Spruce Taiga Hills    |  0.22 | MEDIUM   | 0.80 | false | false   |            | DENSE, FOREST, HILLS, MEGA_TAIGA_SPRUCE_TREES, RARE, THEMED_TREES | stronghold                 |
| 161 | openterraingenerator:xthe frost_mega_spruce_taiga_hills   | Mega Spruce Taiga Hills    |  0.25 | MEDIUM   | 0.80 | false | false   |            | DENSE, FOREST, HILLS, MEGA_TAIGA_SPRUCE_TREES, RARE, THEMED_TREES | stronghold                 |
| 162 | minecraft:mutated_extreme_hills_with_trees                | Extreme Hills+ M           |  0.20 | MEDIUM   | 0.30 | false | false   |            | MOUNTAIN, RARE, SPARSE                                            | stronghold                 |
| 162 | openterraingenerator:overworld_extreme_hills__m           | Extreme Hills+ M           |  0.22 | MEDIUM   | 0.30 | false | false   |            | MOUNTAIN, RARE, SPARSE                                            | stronghold                 |
| 162 | openterraingenerator:xthe frost_extreme_hills__m          | Extreme Hills+ M           |  0.20 | MEDIUM   | 0.30 | false | false   |            | MOUNTAIN, RARE, SPARSE                                            | stronghold                 |
| 163 | minecraft:mutated_savanna                                 | Savanna M                  |  1.10 | WARM     | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, RARE, SAVANNA, SPARSE                         | stronghold                 |
| 163 | openterraingenerator:overworld_savanna_m                  | Savanna M                  |  0.22 | MEDIUM   | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, RARE, SAVANNA, SPARSE                         |                            |
| 163 | openterraingenerator:xthe frost_savanna_m                 | Savanna M                  |  1.10 | WARM     | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, RARE, SAVANNA, SPARSE                         | stronghold                 |
| 164 | minecraft:mutated_savanna_rock                            | Savanna Plateau M          |  1.00 | WARM     | 0.00 | false | false   |            | DRY, HILLS, HOT, RARE, SAVANNA, SPARSE                            | stronghold                 |
| 164 | openterraingenerator:overworld_savanna_plateau_m          | Savanna Plateau M          |  0.22 | MEDIUM   | 0.00 | false | false   |            | DRY, HILLS, HOT, RARE, SAVANNA, SPARSE                            | stronghold                 |
| 164 | openterraingenerator:xthe frost_savanna_plateau_m         | Savanna Plateau M          |  1.00 | WARM     | 0.00 | false | false   |            | DRY, HILLS, HOT, RARE, SAVANNA, SPARSE                            | stronghold                 |
| 165 | minecraft:mutated_mesa                                    | Mesa (Bryce)               |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, RARE, SPARSE                                  | stronghold                 |
| 165 | openterraingenerator:overworld_mesa__bryce_               | Mesa (Bryce)               |  0.30 | MEDIUM   | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, RARE, SPARSE                                  | stronghold                 |
| 165 | openterraingenerator:xthe frost_mesa__bryce_              | Mesa (Bryce)               |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, RARE, SPARSE                                  | stronghold                 |
| 166 | minecraft:mutated_mesa_rock                               | Mesa Plateau F M           |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HILLS, HOT, RARE, SPARSE                                     | stronghold                 |
| 166 | openterraingenerator:overworld_mesa_plateau_f_m           | Mesa Plateau F M           |  0.30 | MEDIUM   | 0.00 | false | false   |            | DRY, HILLS, HOT, RARE, SPARSE                                     | stronghold                 |
| 166 | openterraingenerator:xthe frost_mesa_plateau_f_m          | Mesa Plateau F M           |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HILLS, HOT, RARE, SPARSE                                     | stronghold                 |
| 167 | minecraft:mutated_mesa_clear_rock                         | Mesa Plateau M             |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, RARE, SPARSE                                  | stronghold                 |
| 167 | openterraingenerator:overworld_mesa_plateau_m             | Mesa Plateau M             |  0.30 | MEDIUM   | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, RARE, SPARSE                                  | stronghold                 |
| 167 | openterraingenerator:xthe frost_mesa_plateau_m            | Mesa Plateau M             |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, RARE, SPARSE                                  | stronghold                 |
+-----+-----------------------------------------------------------+----------------------------+-------+----------+------+-------+---------+------------+-------------------------------------------------------------------+----------------------------+
|  ID | Registry name                                             | Biome name                 | temp. | temp cat | rain |  snow | oceanic | BiomeType  | BiomeDictionary.Type                                              | Valid for                  |
+-----+-----------------------------------------------------------+----------------------------+-------+----------+------+-------+---------+------------+-------------------------------------------------------------------+----------------------------+
